component--field-formatter href,provide-styling src,Name,component--field-formatter 3,component--field-formatter 4,component--field-formatter 5,component--field-formatter href 2,component--field-formatter 6,component--field-formatter 7,accent,accent href,accent 2,accent href 2,accent 3,accent href 3,component--field-formatter 8,accent 4,accent href 4,accent 5,accent href 5,accent 6,accent href 6,component--field-formatter 9,component--field-formatter 10,component--field-formatter href 3,email,ng-star-inserted 3,component--field-formatter 11,component--field-formatter href 4,component--field-formatter 12,component--field-formatter href 5,component--field-formatter 13,component--field-formatter href 6,component--field-formatter 14,component--field-formatter href 7,accent 7,accent href 7,ng-star-inserted 4,ng-star-inserted 5,accent 8,accent href 8,accent 9,accent href 9,accent 10,accent href 10
https://www.crunchbase.com/organization/genus-artificial-intelligence,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/lep66xl6eqfjdkfy32xj",Genus AI,"Engineering, Information Technology, Management, Marketing",—,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/genus-artificial-intelligence,"Genus AI is a generative AI platform for D2C and e-commerce brands. The platform generates product catalog images, seed audiences, copy and video to help brands grow efficiently across social channels such as Facebook, Instagram, TikTok, Pinterest and X. Leading global brands are already using the platform with 10 million product images generated in 2023 alone. The platform is organized into a Creative Hub, Audience Hub and Reporting Hub to simplify and democratize access to cutting edge AI solutions for creative and performance marketers.",",,,,,,",Analytics,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/analytics,Artificial Intelligence (AI),https://www.crunchbase.com/search/organizations/field/organization.companies/categories/artificial-intelligence,B2B,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/b2b,",,",Brentwood,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/brentwood-tennessee,Tennessee,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/tennessee-united-states,United States,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/united-states,"Genus AI offers a generative AI platform for D2C and e-commerce brands generating product catalog images, seed audiences, copy and video.","26,773",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/26773,genus@genus.ai,—,View on LinkedIn,https://www.linkedin.com/company/genus-ai/,View on Facebook,https://www.facebook.com/genusai/,genus.ai,https://genus.ai/,View on Twitter,http://twitter.com/genus_ai,Machine Learning,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/machine-learning,,,Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/marketing-2795,Predictive Analytics,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/predictive-analytics-ca83,SaaS,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/saas-5c4e
https://www.crunchbase.com/organization/skycharger,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/s8uaepidusxv52qo5k62",Skycharger,—,—,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/skycharger,"Skycharger offers EV charging for motorsports, including solar, battery storage, financing support, and electrifying fleets. They provide installation, incentive processing, and charging infrastructure services for fleet electrification.",",,",Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/marketing-2795,Motorsports,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/motorsports,Solar,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/solar-c3d5,",,",Nashville,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/nashville-tennessee-4e91,Tennessee,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/tennessee-united-states,United States,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/united-states,"Skycharger offers EV charging for motorsports, fleet electrification, and DC fast charging services.","27,026",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/27026,—,#ERROR!,View on LinkedIn,https://www.linkedin.com/company/skycharger,View on Facebook,https://www.facebook.com/people/SKYCHARGER/100066997381124/?paipv=0&eav=AfajkxNbQDu6ykjJwpdUNh-NNUkQB9jJyH_DafUzbkj7ccnpW6sqoqviZqOBIbKbKJI&_rdr,skycharger.com,https://skycharger.com/,,,,,,—,,,,,,
https://www.crunchbase.com/organization/lqr-house,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/smjc8tqxefjbbbgniv37",LQR House,Operations,—,1-10,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/lqr-house,"LQR House is a house of spirits brands that combines distribution, marketing, and product development. The company acquires, builds, markets, and distributes premium brands through exclusive online networks. LQR House is dedicated to creating customized marketing strategies that propel brands to greater success. With a team of experienced professionals, the company specializes in tailoring marketing solutions to meet the specific requirements of each client. Through strategic collaborations, innovative branding, and digital expertise, LQR House aims to lead the way in wine and spirits marketing, making it the preferred partner for brands looking to excel in a challenging industry. The company's goal is to become a leading provider of digital marketing services and brand development solutions in this sector.",",,,,",Digital Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/digital-marketing-9bff,Food and Beverage,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/food-and-beverage,Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/marketing-2795,",,",Miami Beach,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/miami-beach-florida,Florida,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/florida-united-states,United States,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/united-states,LQR House is an e-commerce marketing company specializing in the alcoholic beverage industry.,"27,088",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/27088,—,—,View on LinkedIn,https://www.linkedin.com/company/lqr-house,View on Facebook,https://www.facebook.com/LQRHouse,www.lqrhouse.com,http://www.lqrhouse.com/,,,Wine And Spirits,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/wine-and-spirits,,—,Winery,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/winery,,,,
https://www.crunchbase.com/organization/vengreso,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/zwrqlviauqvreegof3cv","Vengreso, Inc.","Management, Sales",—,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/vengreso,Vengreso is the creator of FlyMSG a text expander and personal writing assistant that helps today’s knowledge workers say goodbye to repetitive messages and tasks with just a few keystrokes.,",,,,,,,",Information Technology,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/information-technology-dbca,Internet,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/internet,Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/marketing-2795,",,",Walnut Creek,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/walnut-creek-california,California,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/california-united-states,United States,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/united-states,Giving You Back 1 Hour Every Day in Productivity to Knowledge Workers Around the Globe with FlyMSG.io,"27,658",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/27658,info@vengreso.com,#ERROR!,View on LinkedIn,https://www.linkedin.com/company/661863/,View on Facebook,https://www.facebook.com/govengreso,vengreso.com,https://vengreso.com/,View on Twitter,https://www.twitter.com/govengreso,Productivity Tools,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/productivity-tools,,,Recruiting,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/recruiting,Sales,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/sales,Software,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/software
https://www.crunchbase.com/organization/wooly-cac9,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/zx2l2nr5zjjy2bqixpxu",Roster,"Engineering, Finance",—,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/wooly-cac9,"Roster is a brand engagement platform that drives sales and awareness through word-of-mouth marketing. It assists brands in nurturing and growing their brand community into a strong sales channel, allowing them to diversify their revenue and become less reliant on paid advertising. The Roster platform connects brands with people who are already talking about their brand or those who will with the right nudge. As a result, there is more engagement, referred sales, and a more connected community.

Roster was founded in 2017 and is based in Utah.",",,,,",Advertising,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/advertising-6cb6,Affiliate Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/affiliate-marketing,Loyalty Programs,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/loyalty-programs,",,",Lehi,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/lehi-utah,Utah,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/utah-united-states,United States,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/united-states,Roster is a brand engagement platform that drives sales and awareness through word-of-mouth marketing.,"28,059",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/28059,support@wooly.com,—,View on LinkedIn,https://www.linkedin.com/company/woolyinc/,View on Facebook,https://www.facebook.com/rostersocial,www.getroster.com/,https://www.getroster.com/,View on Twitter,https://twitter.com/RosterPlatform,Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/marketing-2795,,,Social Media,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/social-media,,,,
https://www.crunchbase.com/organization/sierra-international-network,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/1a64ebb3d6524733a42766c6fdee8cac",Sierra International Network,—,—,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/sierra-international-network,—,",,",Business Development,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/business-development,Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/marketing-2795,Sales,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/sales,",,",Corona,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/corona-california,California,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/california-united-states,United States,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/united-states,"Sierra International Network offers market analysis, strategic planning, and sales development services.","28,745",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/28745,hakim@sini.cash,1-310-808-5015,,,,,www.sini.cash,https://www.sini.cash/,,,,,—,—,,,,,,
https://www.crunchbase.com/organization/luna-3,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/iuduhpzqrdgmccijdbjk",Luna.ai,"Engineering, Management",—,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/luna-3,"Luna is a AI platform for customer interaction automation, like support, sales and personalization.

People increasingly expect a great customer experience and real-time replies. They also crave uncomplicated, engaging experiences.

Luna creates an “always on” support and sales channel for businesses, delivering personalized content and products across platforms like Facebook Messenger or Amazon Alexa.",",,,,,,,,,",Artificial Intelligence (AI),https://www.crunchbase.com/search/organizations/field/organization.companies/categories/artificial-intelligence,B2B,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/b2b,Facebook,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/facebook-59d1,",,",Porto,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/porto-lisboa,Lisboa,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/lisboa-portugal,Portugal,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/portugal,Luna.ai is an AI platform for customer interaction automation services.,"28,898",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/28898,marcos@luna.ai,86,View on LinkedIn,https://www.linkedin.com/company/getluna-ai/,View on Facebook,https://www.facebook.com/pg/luna.ai.bots/about/?ref=page_internal,luna.ai,http://luna.ai/,View on Twitter,https://twitter.com/lunabots?lang=en,Information Services,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/information-services-f579,,,Internet,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/internet,Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/marketing-2795,Marketing Automation,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/marketing-automation
https://www.crunchbase.com/organization/userled,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/ecccd24cd8694b2f830ef03c9dc5757b",Userled,—,—,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/userled,"Userled is a no-code interface and AI-powered platform that automates the distribution of personalizing marketing experiences across all ad and email platforms, empowering revenue teams with person-level engagement insights without cookies. Customers can deploy multiple personalized campaigns across all their target platforms from email, Linkedin, Meta, and more.",",,,,",Artificial Intelligence (AI),https://www.crunchbase.com/search/organizations/field/organization.companies/categories/artificial-intelligence,Email Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/email-marketing,Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/marketing-2795,",,",Sevenoaks,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/sevenoaks-kent,Kent,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/kent-united-kingdom,United Kingdom,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/united-kingdom,Userled is an AI-powered startup that automates the distribution of personalizing marketing experiences across all ad and email platforms.,"29,106",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/29106,—,—,View on LinkedIn,https://www.linkedin.com/company/userled/,,,userled.io/,https://userled.io/,View on Twitter,https://x.com/userled_io,Marketing Automation,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/marketing-automation,—,,Personalization,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/personalization,,,,
https://www.crunchbase.com/organization/marpipe,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/riad8w876vmvxflwyk2d",Marpipe,"Engineering, Finance, Information Technology, Management, Operations, Product, Sales",—,1-10,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/marpipe,Marpipe is a multivariate creative testing platform.,",,",Advertising,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/advertising-6cb6,Internet,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/internet,Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/marketing-2795,",,",New York,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/new-york-new-york,New York,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/new-york-united-states,United States,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/united-states,Marpipe is a martech platform that automates the creative testing process for brands and agencies.,"29,154",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/29154,hello@marpipe.com,—,View on LinkedIn,https://www.linkedin.com/company/marpipe,View on Facebook,https://www.facebook.com/MarpipeHQ,www.marpipe.com,https://www.marpipe.com/,View on Twitter,https://twitter.com/marpipe_hq,,,,,,,,,,
https://www.crunchbase.com/organization/thanks-a09c,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/d3bf01dc92e34967b18c547e5fc7714b",Thanks,—,—,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/thanks-a09c,"Thanks is a platform designed to transform the post-purchase ""thank you"" page into a revenue-generating opportunity while enhancing customer engagement and brand loyalty.",",",Advertising,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/advertising-6cb6,Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/marketing-2795,,,",,",Sydney,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/sydney-new-south-wales,New South Wales,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/new-south-wales-australia,Australia,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/australia,"Thanks enables businesses to generate new revenue streams by monetizing their ""thank you"" pages with targeted offers and rewards.","29,200",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/29200,—,—,View on LinkedIn,https://www.linkedin.com/company/jointhanks,,,www.thanks.co/,https://www.thanks.co/,,,,,—,—,,,,,,
https://www.crunchbase.com/organization/alignable,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/ioqawnak5sicpxseayvf",Alignable,"Engineering, Human Resources, Information Technology, Management, Marketing, Operations, Pro Services, Product, Sales",—,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/alignable,"With more than 6 million members, and millions of connections across more than 30,000 local communities, Alignable is the online network where small business owners across North America drive leads and prospects, generate referrals, land new business, build trusted relationships, and share great advice.

Members use Alignable to get the industry answers they need, connect within their local business community or across the country, and increase buzz for their business.

Headquartered in Boston, Alignable officially launched its services in 2014.  It's venture-backed by Mayfield Fund, Recruit Strategic Partners, Saturn Partners, NextView Ventures and Lead Edge Capital.",",,,",Local Business,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/local-business,Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/marketing-2795,Small and Medium Businesses,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/small-and-medium-businesses,",,",Boston,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/boston-massachusetts,Massachusetts,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/massachusetts-united-states,United States,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/united-states,"Alignable is a social network where small business owners gather to connect, collaborate, and succeed together.","29,361",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/29361,Info@alignable.com,—,View on LinkedIn,https://www.linkedin.com/company/alignable,View on Facebook,https://www.facebook.com/AlignableNetwork/,www.alignable.com,http://www.alignable.com/,View on Twitter,https://twitter.com/Alignable,Social Network,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/social-network-714d,,,,,,,,
https://www.crunchbase.com/organization/dabbl-ef6f,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/casu0fbpiz639rhgydcs",Dabbl,"Management, Marketing",—,1-10,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/dabbl-ef6f,"Dabbl makes it easy for everyday people to actively participate in the $600 billion market for their attention. Through Dabbl-powered digital properties, real consumers enjoy meaningful interactive experiences with brands who value their time and engagement. Dabbl’s self-service business applications empower marketers to invest in direct, transparent and authentic consumer relationships.",",,,,",Advertising,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/advertising-6cb6,Advertising Platforms,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/advertising-platforms,Digital Media,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/digital-media-2f47,",,",Tampa,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/tampa-florida,Florida,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/florida-united-states,United States,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/united-states,Dabbl makes it easy for everyday people to actively participate in the $600 billion market for their attention.,"29,534",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/29534,info@getdabbl.com,—,View on LinkedIn,https://www.linkedin.com/company/11364634/,View on Facebook,https://www.facebook.com/dabbl/,www.getdabbl.com/,http://www.getdabbl.com/,View on Twitter,https://twitter.com/dabbl,Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/marketing-2795,,,Mobile Apps,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/mobile-apps,,,,
https://www.crunchbase.com/organization/scrunch,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/v1482122342/bqmb02c25q8fgn0j4j6y.png",Scrunch,—,—,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/scrunch,"Scrunch is a data-driven Influencer Marketing platform that enables brands and agencies to discover the right bloggers and social media influencers. Scrunch has one of the world's largest influencer databases with over 20 million profiles and billions of datapoints. The platform makes it easy to get the data you need about your influencers, plus has some awesome CRM and outreach style functions to make managing your campaigns easy.",",,",Analytics,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/analytics,Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/marketing-2795,Social Media Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/social-media-marketing,",,",New York,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/new-york-new-york,New York,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/new-york-united-states,United States,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/united-states,Scrunch is a data-driven influencer marketing platform that enables brands and agencies to discover the bloggers & social media influencers.,"29,761",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/29761,hello@scrunch.com,—,View on LinkedIn,https://www.linkedin.com/company/scrunch/,View on Facebook,https://www.facebook.com/scrunchdotcom,www.scrunch.com/,https://www.scrunch.com/,View on Twitter,https://twitter.com/scrunch,,,,,,,,,,
https://www.crunchbase.com/organization/tickr,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/v1437065754/aig6seyvrlvlwayimktx.png",Tickr,"Engineering, Finance, Information Technology, Management",—,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/tickr,"Tickr’s best-in-class combination of end-to-end data integration, data management, machine learning technology, and high-performance architecture makes it simple for data-driven marketers and sales professionals to unify, analyze, explore and act on all of their key performance metrics.",",,,,,,",Analytics,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/analytics,Artificial Intelligence (AI),https://www.crunchbase.com/search/organizations/field/organization.companies/categories/artificial-intelligence,Data Visualization,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/data-visualization,",,",San Francisco,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/san-francisco-california,California,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/california-united-states,United States,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/united-states,"Tickr provides AI-powered insights that drive brand, sales, and marketing performance","30,263",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/30263,info@tickr.com,"18,009,880,958",View on LinkedIn,https://www.linkedin.com/company/tickr,View on Facebook,https://www.facebook.com/tickr-121960694554458/,www.tickr.com,http://www.tickr.com/,View on Twitter,https://twitter.com/tickr,Machine Learning,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/machine-learning,,,Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/marketing-2795,Predictive Analytics,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/predictive-analytics-ca83,Software,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/software
https://www.crunchbase.com/organization/komo-technologies,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/73315ac33bfa48d59e7c326c904bf658",Komo Technologies,—,—,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/komo-technologies,"Komo is a leading SaaS platform that allows marketers across all industries to effortlessly build fully customizable, gamified marketing activations that demand attention and fuel loyalty wherever their customers are. With Komo’s no-code platform and extensive library of games, content, and promotions, you can bring activations to life in minutes, not months.

Unlike traditional cookie-cutter approaches to marketing activations, Komo gives marketers the power to effortlessly deliver captivating and personalized engagement experiences at scale. By leveraging the platform's powerful zero- and first-party data capture and personalization capabilities, users can gain rich insights into their customers, transforming these insights into tailored experiences that drive loyalty, boost engagement, and foster deeper, more meaningful customer connections.

On average, customers using Komo experience:

- 538% increase in customer engagement

- 5x increase in engagement time

- 99% zero-party data capture rate

Outside of these core functions, Komo offers a vast set of tools to equip marketers at every stage of their activation journey including:

- Prizing and Offers

- Customizable Content

- Live Data Feeds

- Automated Campaigns

- Analytics and Reporting

- Omnichannel Distribution

- Loyalty Programs

- Partner Enablement

- CRM and Martech Integrations

Komo's platform is industry-agnostic and is currently being used by world-leading, enterprise brands across:

- Retail and Shopping

- Consumer Goods

- Broadcast and Media

- Tradeshows and Conferences

- Concerts and Festivals

- Sports Teams and Leagues

- Sports Sponsorship

- Fan Conventions and Experiences

- Agencies

- Hospitality/QSR

- FMCG

- Publishers

- Brands and Sponsorships",",,,,,,,,,",Brand Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/brand-marketing,Broadcasting,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/broadcasting,Hospitality,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/hospitality,",,",Perth,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/perth-western-australia,Western Australia,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/western-australia-australia,Australia,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/australia,"Komo's marketing activations platform makes the creation of powerful activations effortless, fast and effective.","30,268",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/30268,hello@komo.tech,—,View on LinkedIn,https://www.linkedin.com/company/choosekomo/,View on Facebook,https://www.facebook.com/choosekomo,www.komo.tech,https://www.komo.tech/,View on Twitter,https://x.com/choosekomo,Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/marketing-2795,,,Media and Entertainment,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/media-and-entertainment,Publishing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/publishing,Retail,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/retail
https://www.crunchbase.com/organization/onxite,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/bbixqqbyvencw3h0rugh",Onxite,Sales,—,1-10,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/onxite,"onxite is a Saas data analytics platform to measure sponsored events.
Our measurement ecosystem enables agencies and brands to track the event activity of their sponsorship activations.  Our solutions are catered to each industry, all focused on reporting results and extracting the value of their sponsorship investments.  
The goal is to track the IP and activity of a large sponsorship (like the FIFA World Cup) and how that IP is activated by region, by a group of events within in each region, and even to a single asset (or branded element).
Our tech solutions are designed to facilitate and modernize the investment optimization of sponsored events.
We serve experiential/sponsorship agencies, properties, and brands.",",,,,,,,,,",Analytics,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/analytics,Concerts,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/concerts,Data Visualization,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/data-visualization,",,",San Diego,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/san-diego-california,California,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/california-united-states,United States,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/united-states,Data analytics and isights measurement hub for sponsored events,"30,407",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/30407,word@onxite.com,—,View on LinkedIn,https://www.linkedin.com/company/onxite,View on Facebook,https://www.facebook.com/onxite,onxite.com,https://onxite.com/,,,Event Management,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/event-management,,—,Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/marketing-2795,Marketing Automation,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/marketing-automation,Software,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/software
